,sum_max_potential_value,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
177,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
178,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
179,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
180,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
181,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
182,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
183,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
184,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
185,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
186,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
187,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
188,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
189,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
190,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
191,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
192,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
193,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
194,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
195,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
196,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
197,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
198,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
199,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
200,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
201,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
202,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
203,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
204,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
205,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
206,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
207,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
208,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
209,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
210,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
211,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
212,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
213,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
214,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
215,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
216,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
217,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
218,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
219,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
220,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
221,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
222,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
223,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
224,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
225,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
226,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
227,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
228,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
229,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
230,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
231,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
232,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
233,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
234,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
235,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
236,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
237,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
238,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
239,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
240,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
241,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
242,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
243,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
244,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
245,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
246,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
247,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
248,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
249,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
250,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
251,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
252,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
253,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
254,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
255,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
256,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
257,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
258,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
259,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
260,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
261,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
262,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
263,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
264,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
265,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
266,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
267,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
268,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
269,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
270,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
271,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
272,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
273,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
274,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
275,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
276,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
277,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
278,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
279,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
280,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
281,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
282,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
283,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
284,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
285,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
286,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
287,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
288,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
289,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
290,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
291,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
292,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
293,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
294,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
295,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
296,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
297,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
298,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
299,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
300,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
301,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
302,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
303,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
304,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
305,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
306,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
307,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
308,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
309,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
310,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
311,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
312,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
313,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
314,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
315,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
316,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
317,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
318,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
319,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
320,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
321,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
322,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
323,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
324,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
325,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
326,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
327,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
328,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
329,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
330,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
331,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
332,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
333,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
334,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
335,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
336,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
337,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
338,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
339,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
340,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
341,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
342,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
343,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
344,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
345,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
346,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
347,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
348,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
349,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
350,42.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
351,43.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
352,43.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
353,43.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
354,43.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
