,sum_max_potential_value,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
76,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
77,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
78,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
79,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
80,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
81,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
82,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
83,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
84,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
85,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
86,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
87,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
88,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
89,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
90,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
91,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
92,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
93,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
94,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
95,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
96,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
97,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
98,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
99,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
100,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
101,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
102,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
103,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
104,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
105,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
106,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
107,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
108,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
109,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
110,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
111,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
112,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
113,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
114,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
115,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
116,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
117,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
118,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
119,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
120,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
121,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
122,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
123,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
124,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
125,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
126,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
127,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
128,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
129,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
130,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
131,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
132,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
133,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
134,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
135,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
136,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
137,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
138,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
139,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
140,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
141,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
142,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
143,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
144,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
145,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
146,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
147,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
148,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
149,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
150,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
151,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
152,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
153,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
154,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
155,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
156,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
157,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
158,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
159,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
160,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
161,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
162,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
163,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
164,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
165,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
166,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
167,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
168,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
169,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
170,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
171,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
172,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
173,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
174,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
175,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
176,41.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
